0	5.283285140991211	-0.005488401744514704
1	1.9792089462280273	1.7251173257827759
3	-0.9660074710845947	2.9624037742614746
5	-0.7013552188873291	2.8785736560821533
7	-1.3419102430343628	4.225740909576416
9	-2.5116381645202637	5.208182334899902
11	-2.765223264694214	5.249256134033203
0	2.5617165565490723	2.9650158882141113
1	0.4769046902656555	2.5787413120269775
3	-1.9579401016235352	4.0409345626831055
5	-1.7708741426467896	5.113572120666504
7	-2.5039429664611816	5.488291263580322
9	-3.2409613132476807	5.189862251281738
11	-3.155874252319336	5.863734245300293
0	11.187114715576172	2.573519229888916
1	3.829474925994873	1.8654714822769165
0	5.782888889312744	0.13054302334785461
1	0.6197648048400879	2.968186140060425
3	0.2707821726799011	2.3190126419067383
5	1.1002442836761475	3.0934689044952393
7	-1.2100318670272827	3.4615836143493652
0	3.860156536102295	3.7800910472869873
1	0.3666578531265259	4.550141334533691
3	-1.931422472000122	3.725398302078247
5	-0.19658410549163818	2.575626850128174
7	-1.1756834983825684	3.265608310699463
9	-1.8416465520858765	4.914826393127441
11	-2.6218159198760986	5.388916015625
13	-3.4638123512268066	5.341168403625488
15	-3.6537070274353027	5.247641563415527
17	-4.298654556274414	5.804323673248291
19	-4.246558666229248	6.358908653259277
21	-4.043956756591797	6.578615665435791
23	-4.489300727844238	6.049595832824707
25	-3.2227377891540527	6.333678245544434
27	-4.4383134841918945	6.771736145019531
29	-2.219797134399414	7.393006801605225
31	-4.41961669921875	6.154892444610596
33	-3.548476219177246	6.009520530700684
35	-3.5622053146362305	5.5704474449157715
37	-5.1710205078125	7.478023529052734
39	-5.261682510375977	7.482933044433594
41	-3.5020833015441895	6.020911693572998
43	-4.153016090393066	6.584084987640381
45	-3.5226261615753174	6.3541579246521
47	-4.052610397338867	6.354206562042236
49	-5.285067558288574	5.466366291046143
51	-2.2283802032470703	5.573125839233398
53	-2.384941577911377	5.070374965667725
55	-5.207184791564941	5.637455463409424
57	-4.80426025390625	5.1974263191223145
59	-2.2649693489074707	5.161632537841797
61	-3.527859687805176	5.961844444274902
63	-3.1500134468078613	5.505685329437256
65	-4.672641277313232	5.975343227386475
67	-4.384883880615234	4.732527256011963
69	-2.9355945587158203	5.014144420623779
71	-4.333559989929199	4.382807731628418
73	-4.2905755043029785	4.830559730529785
75	-4.155456066131592	4.394836902618408
77	-5.270411968231201	5.002259254455566
79	-4.008187770843506	5.071877479553223
81	-4.465005874633789	4.708625793457031
83	-3.5459811687469482	4.8019890785217285
85	-3.90153169631958	4.10598087310791
87	-2.4626402854919434	4.385001182556152
89	-3.697859287261963	4.90665340423584
91	-3.2540600299835205	3.2406222820281982
93	-3.9854347705841064	4.0362372398376465
95	-2.818178653717041	3.715803623199463
97	-3.863753318786621	4.05344295501709
99	-3.7644052505493164	4.1532883644104
101	-3.797415256500244	3.3768534660339355
103	-3.271892786026001	4.021750450134277
105	-3.52284836769104	3.3419299125671387
107	-4.429267883300781	3.6194007396698
109	-3.4388513565063477	3.772221088409424
111	-3.5552217960357666	3.958420515060425
113	-3.6001880168914795	3.321836471557617
115	-3.623880624771118	3.201052188873291
117	-3.5901949405670166	2.9821932315826416
119	-4.413743495941162	3.2645187377929688
121	-3.943268299102783	3.8839149475097656
123	-3.4539079666137695	3.0206193923950195
125	-3.843029499053955	2.782290458679199
127	-3.29473876953125	3.0064034461975098
129	-3.851816177368164	3.196267604827881
131	-3.053117275238037	2.977764368057251
133	-4.034023761749268	2.4395031929016113
135	-3.1401991844177246	3.573538303375244
137	-3.756709575653076	2.784442901611328
139	-3.304445505142212	2.4628145694732666
141	-4.101192951202393	1.547241449356079
143	-2.4154160022735596	2.238145351409912
145	-2.787785291671753	2.1410746574401855
147	-2.8202321529388428	2.132779359817505
149	-2.8853237628936768	1.9344069957733154
